CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
712268808.0,Existing Customer,55.0,M,4.0,Graduate,Single,$120K +,Silver,36.0,2.0,2.0,3.0,34516.0,2443.0,32073.0,0.827,8765.0,105.0,0.721,0.07100000000000001
710958933.0,Attrited Customer,43.0,M,3.0,Graduate,Single,$40K - $60K,Blue,35.0,5.0,3.0,2.0,6080.0,787.0,5293.0,0.975,4866.0,56.0,0.647,0.129
720698883.0,Attrited Customer,51.0,M,1.0,High School,Single,$80K - $120K,Blue,38.0,2.0,3.0,3.0,28605.0,0.0,28605.0,1.054,5524.0,67.0,0.718,0.0
713808633.0,Existing Customer,31.0,F,0.0,Uneducated,Divorced,Less than $40K,Silver,23.0,2.0,2.0,1.0,10850.0,1873.0,8977.0,0.995,13794.0,127.0,0.789,0.173
710295858.0,Existing Customer,43.0,M,4.0,Graduate,Divorced,$80K - $120K,Blue,32.0,2.0,1.0,2.0,24244.0,1649.0,22595.0,0.776,8074.0,84.0,0.647,0.068
713209308.0,Existing Customer,59.0,M,0.0,Graduate,Single,$60K - $80K,Blue,46.0,2.0,3.0,2.0,17218.0,1829.0,15389.0,0.638,7971.0,97.0,0.83,0.10599999999999998
717757608.0,Existing Customer,53.0,M,2.0,College,Single,$120K +,Gold,36.0,2.0,1.0,1.0,34516.0,1051.0,33465.0,0.863,8938.0,114.0,0.676,0.03
715300683.0,Existing Customer,39.0,M,1.0,Uneducated,Single,$80K - $120K,Blue,36.0,1.0,1.0,3.0,34458.0,846.0,33612.0,0.817,8271.0,94.0,0.88,0.024999999999999994
789582483.0,Existing Customer,60.0,M,1.0,High School,Divorced,$40K - $60K,Blue,53.0,2.0,3.0,3.0,9369.0,1813.0,7556.0,0.658,7699.0,101.0,0.629,0.194
770848308.0,Existing Customer,45.0,M,2.0,Graduate,Married,$60K - $80K,Platinum,31.0,2.0,2.0,1.0,34516.0,1308.0,33208.0,0.746,8773.0,105.0,0.78,0.03799999999999998
713486583.0,Existing Customer,41.0,M,3.0,Graduate,Married,$60K - $80K,Blue,29.0,2.0,2.0,1.0,17277.0,2151.0,15126.0,0.701,8838.0,97.0,0.732,0.125
711339258.0,Existing Customer,49.0,F,3.0,Graduate,Single,$40K - $60K,Silver,36.0,1.0,3.0,1.0,20176.0,2219.0,17957.0,0.693,8255.0,86.0,0.911,0.10999999999999999
781171908.0,Existing Customer,45.0,M,3.0,Graduate,Single,$40K - $60K,Blue,38.0,1.0,3.0,1.0,3751.0,1869.0,1882.0,0.926,9497.0,106.0,0.71,0.498
716486508.0,Attrited Customer,45.0,F,3.0,High School,Married,$40K - $60K,Blue,37.0,6.0,2.0,2.0,3399.0,0.0,3399.0,0.991,5529.0,78.0,0.66,0.0
771674958.0,Existing Customer,45.0,M,2.0,High School,Married,$40K - $60K,Blue,33.0,1.0,3.0,3.0,11529.0,1823.0,9706.0,0.727,8135.0,97.0,0.702,0.158
787909158.0,Existing Customer,40.0,F,3.0,Graduate,Divorced,Less than $40K,Blue,31.0,1.0,3.0,2.0,8694.0,1117.0,7577.0,0.842,9523.0,105.0,0.694,0.128
717140733.0,Existing Customer,52.0,F,1.0,Graduate,Single,Less than $40K,Blue,36.0,1.0,3.0,3.0,6616.0,831.0,5785.0,0.707,9065.0,85.0,0.735,0.126
799468083.0,Existing Customer,51.0,M,2.0,Graduate,Married,$40K - $60K,Blue,45.0,2.0,2.0,2.0,11467.0,1146.0,10321.0,1.018,14373.0,97.0,0.764,0.10000000000000003
709171308.0,Existing Customer,30.0,M,1.0,High School,Married,$60K - $80K,Blue,16.0,1.0,3.0,3.0,15795.0,1742.0,14053.0,1.022,13173.0,96.0,0.846,0.10999999999999999
798553158.0,Attrited Customer,62.0,F,1.0,Graduate,Single,Less than $40K,Blue,56.0,1.0,2.0,1.0,3109.000000000001,0.0,3109.0,1.054,5470.0,72.0,0.674,0.0
720819858.0,Existing Customer,47.0,F,4.0,Post-Graduate,Single,Less than $40K,Blue,27.0,1.0,2.0,2.0,8837.0,2517.0,6320.0,0.618,8210.0,100.0,0.754,0.285
710924658.0,Existing Customer,52.0,F,2.0,High School,Single,$40K - $60K,Blue,36.0,1.0,2.0,2.0,2540.0,1093.0,1447.0,0.783,9339.0,99.0,0.737,0.43
718504233.0,Attrited Customer,43.0,F,4.0,Uneducated,Married,Less than $40K,Blue,30.0,2.0,2.0,3.0,2082.0,1794.0,288.0,0.735,3423.0,48.0,0.92,0.862
709108533.0,Existing Customer,49.0,M,4.0,Graduate,Married,$80K - $120K,Blue,29.0,2.0,2.0,3.0,9959.0,2216.0,7743.0,0.747,15139.0,90.0,0.837,0.223
714352533.0,Existing Customer,47.0,F,3.0,Graduate,Married,$40K - $60K,Silver,29.0,1.0,2.0,2.0,15472.0,865.0,14607.0,0.756,14132.0,103.0,0.746,0.055999999999999994
813804783.0,Attrited Customer,41.0,F,1.0,High School,Single,$40K - $60K,Blue,36.0,4.0,3.0,3.0,2667.0,0.0,2667.0,0.494,4399.0,54.0,0.862,0.0
771062733.0,Existing Customer,44.0,F,2.0,Graduate,Single,Less than $40K,Blue,31.0,1.0,2.0,1.0,4291.0,1285.0,3006.0,0.846,15511.0,101.0,0.629,0.299
715649358.0,Attrited Customer,39.0,M,2.0,College,Married,$60K - $80K,Blue,26.0,1.0,2.0,2.0,3879.0,0.0,3879.0,0.928,7786.0,81.0,0.929,0.0
715209333.0,Existing Customer,32.0,M,0.0,High School,Single,$60K - $80K,Blue,36.0,1.0,1.0,1.0,6224.0,1965.0,4259.0,0.739,13630.0,124.0,0.699,0.316
718732833.0,Attrited Customer,56.0,F,1.0,College,Single,Less than $40K,Blue,48.0,4.0,2.0,2.0,2783.0,1763.0,1020.0,0.344,3967.0,42.0,0.4,0.633
816328308.0,Existing Customer,60.0,F,0.0,Graduate,Married,Less than $40K,Blue,55.0,2.0,1.0,3.0,3773.0,0.0,3773.0,0.684,14264.0,118.0,0.873,0.0
711814608.0,Existing Customer,41.0,F,5.0,High School,Married,$40K - $60K,Silver,36.0,2.0,1.0,1.0,19281.0,1805.0,17476.0,0.893,15423.0,110.0,0.692,0.09399999999999997
803216433.0,Attrited Customer,43.0,F,5.0,Graduate,Married,Less than $40K,Silver,33.0,6.0,3.0,2.0,14806.0,2517.0,12289.0,0.558,4804.0,57.0,0.462,0.17000000000000004
710694033.0,Existing Customer,32.0,M,0.0,Graduate,Divorced,$40K - $60K,Blue,36.0,2.0,1.0,1.0,7473.0,1253.0,6220.0,0.98,13400.0,104.0,0.733,0.168
709257708.0,Existing Customer,47.0,F,2.0,High School,Single,Less than $40K,Blue,41.0,1.0,1.0,2.0,3108.0,1978.0,1130.0,0.917,14965.0,127.0,0.716,0.636
720174033.0,Existing Customer,46.0,M,3.0,Graduate,Divorced,$80K - $120K,Blue,33.0,1.0,3.0,1.0,34516.0,975.0,33541.0,0.738,12871.0,104.0,0.552,0.027999999999999997
820666083.0,Attrited Customer,41.0,M,2.0,Graduate,Single,$120K +,Blue,37.0,5.0,3.0,4.0,27742.0,2517.0,25225.0,0.835,8646.0,85.0,0.977,0.09099999999999997
712044558.0,Attrited Customer,51.0,F,1.0,Uneducated,Single,Less than $40K,Silver,41.0,6.0,2.0,3.0,14563.0,1309.0,13254.0,0.708,6408.0,70.0,0.944,0.09
713131158.0,Attrited Customer,58.0,M,2.0,Uneducated,Single,$80K - $120K,Blue,46.0,1.0,3.0,1.0,10286.0,0.0,10286.0,0.908,8199.0,59.0,0.903,0.0
795869583.0,Existing Customer,53.0,F,3.0,Uneducated,Married,Less than $40K,Blue,47.0,1.0,3.0,2.0,3732.999999999999,1620.0,2113.0,0.765,15200.0,118.0,0.934,0.434
789535233.0,Existing Customer,52.0,M,1.0,Graduate,Single,$80K - $120K,Silver,44.0,2.0,1.0,2.0,34516.0,1618.0,32898.0,1.0,11603.0,109.0,0.847,0.046999999999999986
716441058.0,Existing Customer,45.0,F,4.0,High School,Single,Less than $40K,Silver,36.0,2.0,5.0,2.0,14416.0,0.0,14416.0,0.788,13820.0,99.0,0.65,0.0
718113633.0,Attrited Customer,41.0,M,3.0,Uneducated,Married,$120K +,Blue,36.0,1.0,2.0,3.0,34516.0,0.0,34516.0,0.377,5603.0,56.0,0.244,0.0
708908883.0,Existing Customer,37.0,F,2.0,Graduate,Divorced,Less than $40K,Silver,32.0,1.0,3.0,2.0,12033.0,1025.0,11008.0,0.684,12603.0,106.0,0.893,0.08500000000000002
712152408.0,Existing Customer,44.0,M,4.0,High School,Single,$60K - $80K,Gold,29.0,1.0,2.0,1.0,34516.0,1930.0,32586.0,0.615,12478.0,97.0,0.764,0.055999999999999994
798451908.0,Existing Customer,36.0,F,2.0,Graduate,Married,Less than $40K,Blue,30.0,1.0,3.0,2.0,5723.0,0.0,5723.0,0.85,12403.0,120.0,0.69,0.0
794962983.0,Existing Customer,47.0,F,3.0,Graduate,Divorced,Less than $40K,Blue,41.0,1.0,1.0,3.0,9947.0,2496.0,7451.0,0.802,14576.0,110.0,0.774,0.251
721000833.0,Existing Customer,49.0,M,0.0,Uneducated,Married,$60K - $80K,Blue,38.0,1.0,3.0,2.0,3599.0,0.0,3599.0,0.738,13324.0,110.0,0.594,0.0
720086358.0,Existing Customer,58.0,M,2.0,Doctorate,Married,$120K +,Blue,48.0,2.0,3.0,1.0,12648.0,1604.0,11044.0,0.719,14465.0,125.0,0.712,0.127
710064033.0,Attrited Customer,45.0,M,3.0,Uneducated,Married,$40K - $60K,Blue,28.0,2.0,2.0,5.0,4572.0,0.0,4572.0,0.48,3555.0,42.0,0.4,0.0
710833908.0,Existing Customer,45.0,M,5.0,High School,Married,$80K - $120K,Blue,25.0,1.0,3.0,3.0,25601.0,1384.0,24217.0,0.745,12896.0,100.0,0.852,0.05399999999999999
772339383.0,Existing Customer,54.0,M,3.0,Post-Graduate,Single,$40K - $60K,Blue,44.0,2.0,5.0,3.0,4216.0,1290.0,2926.0,0.86,13787.0,121.0,0.571,0.306
721382208.0,Existing Customer,38.0,F,2.0,High School,Married,$40K - $60K,Blue,27.0,2.0,1.0,2.0,3140.0,2517.0,623.0,0.801,13677.0,122.0,0.821,0.802
779349783.0,Existing Customer,46.0,M,3.0,Doctorate,Married,$60K - $80K,Blue,31.0,2.0,2.0,2.0,21161.0,1198.0,19963.0,0.783,13119.0,104.0,0.625,0.056999999999999995
709210833.0,Existing Customer,48.0,F,2.0,Doctorate,Married,$40K - $60K,Blue,36.0,1.0,2.0,2.0,9074.0,1648.0,7426.0,0.727,14084.0,110.0,0.803,0.182
821752908.0,Existing Customer,53.0,M,2.0,High School,Single,$60K - $80K,Blue,49.0,2.0,3.0,2.0,4142.0,2252.0,1890.0,0.714,15078.0,117.0,0.746,0.544
789878283.0,Existing Customer,39.0,M,3.0,Graduate,Married,$40K - $60K,Blue,29.0,2.0,2.0,2.0,3152.0,1174.0,1978.0,0.862,13670.0,117.0,0.857,0.372
709319658.0,Attrited Customer,48.0,F,4.0,Graduate,Single,Less than $40K,Platinum,37.0,5.0,3.0,4.0,15987.0,0.0,15987.0,0.827,7681.0,71.0,0.69,0.0
719222133.0,Existing Customer,41.0,M,3.0,Graduate,Single,$40K - $60K,Blue,36.0,2.0,3.0,2.0,8919.0,1723.0,7196.0,0.848,13719.0,96.0,0.714,0.193
712718958.0,Existing Customer,49.0,M,2.0,High School,Divorced,$40K - $60K,Blue,36.0,2.0,1.0,1.0,3308.0,2150.0,1158.0,0.879,15019.0,101.0,0.656,0.65
713705358.0,Existing Customer,37.0,M,2.0,Graduate,Single,$60K - $80K,Blue,28.0,2.0,6.0,1.0,7349.0,994.0,6355.0,0.864,13970.0,109.0,0.847,0.135
789551883.0,Existing Customer,52.0,F,3.0,Graduate,Single,$40K - $60K,Blue,45.0,1.0,1.0,2.0,14803.0,985.0,13818.0,0.831,14426.0,87.0,0.642,0.067
812247033.0,Attrited Customer,51.0,F,3.0,Uneducated,Married,Less than $40K,Blue,46.0,5.0,5.0,2.0,3536.0,0.0,3536.0,0.542,3281.0,39.0,0.393,0.0
717580458.0,Attrited Customer,43.0,M,4.0,Uneducated,Divorced,$80K - $120K,Blue,36.0,2.0,3.0,2.0,19333.0,0.0,19333.0,0.969,7847.0,63.0,0.75,0.0
780551733.0,Existing Customer,54.0,F,1.0,High School,Married,Less than $40K,Silver,44.0,2.0,2.0,3.0,11605.0,1470.0,10135.0,0.93,12592.0,117.0,0.8,0.127
719722308.0,Existing Customer,31.0,F,0.0,Uneducated,Divorced,Less than $40K,Blue,22.0,2.0,1.0,3.0,3329.000000000001,0.0,3329.0,0.641,13109.0,114.0,0.727,0.0
718328283.0,Existing Customer,40.0,F,4.0,High School,Single,Less than $40K,Blue,36.0,2.0,1.0,3.0,3961.0,1531.0,2430.0,0.646,12631.0,100.0,0.852,0.387
715610733.0,Attrited Customer,60.0,M,1.0,Uneducated,Married,$40K - $60K,Blue,47.0,6.0,1.0,5.0,3735.0,1175.0,2560.0,1.036,8193.0,66.0,0.65,0.315
710161083.0,Attrited Customer,62.0,F,0.0,Uneducated,Single,Less than $40K,Blue,36.0,6.0,3.0,3.0,5780.0,0.0,5780.0,0.394,6613.0,40.0,0.429,0.0
712464933.0,Existing Customer,44.0,M,2.0,Graduate,Married,$80K - $120K,Blue,36.0,2.0,2.0,2.0,19141.0,1933.0,17208.0,1.05,15203.0,114.0,0.781,0.101
713869083.0,Existing Customer,56.0,M,2.0,High School,Married,$80K - $120K,Blue,43.0,2.0,2.0,1.0,29394.0,1002.0,28392.0,0.935,14901.0,92.0,0.673,0.034
711465333.0,Existing Customer,35.0,M,4.0,High School,Single,$80K - $120K,Blue,26.0,2.0,1.0,1.0,24250.0,0.0,24250.0,0.753,12593.0,99.0,0.768,0.0
719924433.0,Existing Customer,40.0,F,4.0,Graduate,Married,$40K - $60K,Silver,32.0,1.0,2.0,3.0,16191.0,0.0,16191.0,0.967,13452.0,107.0,0.621,0.0
719248158.0,Existing Customer,52.0,M,2.0,High School,Divorced,$60K - $80K,Blue,42.0,1.0,3.0,2.0,7261.0,1443.0,5818.0,0.972,14533.0,108.0,0.565,0.199
719944458.0,Existing Customer,29.0,M,0.0,High School,Single,$40K - $60K,Blue,36.0,2.0,3.0,1.0,4023.0,1437.0,2586.0,0.69,12510.0,96.0,0.92,0.357
715799808.0,Attrited Customer,52.0,M,0.0,High School,Single,$60K - $80K,Blue,39.0,4.0,3.0,2.0,3764.000000000001,0.0,3764.0,0.776,6574.0,69.0,0.865,0.0
711838008.0,Attrited Customer,37.0,M,3.0,Graduate,Married,$60K - $80K,Blue,28.0,2.0,3.0,2.0,6407.0,478.0,5929.0,1.022,9322.0,77.0,0.833,0.07500000000000001
719413383.0,Existing Customer,32.0,M,1.0,Uneducated,Single,$60K - $80K,Silver,36.0,2.0,3.0,1.0,33711.0,1437.0,32274.0,0.942,14880.0,134.0,0.654,0.04299999999999998
789594108.0,Existing Customer,47.0,M,5.0,College,Single,$80K - $120K,Blue,41.0,1.0,1.0,3.0,3429.0,1779.0,1650.0,0.938,14107.0,99.0,0.65,0.519
820271208.0,Existing Customer,46.0,M,2.0,Graduate,Divorced,$60K - $80K,Blue,41.0,2.0,2.0,3.0,7064.0,1234.0,5830.0,0.955,13791.0,103.0,0.585,0.175
708369633.0,Attrited Customer,34.0,F,3.0,Graduate,Married,Less than $40K,Gold,36.0,6.0,3.0,2.0,15487.0,1847.0,13640.0,0.943,7031.0,67.0,0.811,0.119
712055433.0,Existing Customer,39.0,F,4.0,High School,Married,Less than $40K,Blue,36.0,2.0,2.0,1.0,3599.999999999999,2072.0,1528.0,0.94,14137.0,116.0,0.966,0.576
721114458.0,Existing Customer,46.0,M,4.0,College,Single,$120K +,Blue,36.0,1.0,2.0,2.0,34516.0,585.0,33931.0,0.802,14319.0,96.0,0.655,0.017000000000000015
714959358.0,Attrited Customer,50.0,M,3.0,High School,Married,$80K - $120K,Silver,36.0,5.0,3.0,3.0,34516.0,2292.0,32224.000000000004,0.876,8045.0,71.0,0.868,0.066
708396033.0,Existing Customer,45.0,F,2.0,Uneducated,Married,Less than $40K,Blue,27.0,1.0,2.0,2.0,2490.0,1059.0,1431.0,0.715,12257.0,101.0,0.772,0.425
719593608.0,Attrited Customer,56.0,M,1.0,Uneducated,Married,$80K - $120K,Blue,36.0,6.0,2.0,1.0,33870.0,0.0,33870.0,0.872,7661.0,61.0,0.525,0.0
714941358.0,Attrited Customer,53.0,F,4.0,Graduate,Married,Less than $40K,Blue,36.0,2.0,3.0,6.0,4005.0,0.0,4005.0,0.896,7022.0,75.0,0.667,0.0
716088783.0,Attrited Customer,60.0,M,0.0,College,Married,$80K - $120K,Blue,50.0,1.0,4.0,2.0,29239.0,0.0,29239.0,1.057,8169.0,65.0,0.585,0.0
718458858.0,Attrited Customer,41.0,M,4.0,Graduate,Single,$80K - $120K,Silver,29.0,2.0,3.0,6.0,34516.0,0.0,34516.0,0.434,3526.0,53.0,0.828,0.0
715754133.0,Existing Customer,42.0,F,3.0,Graduate,Single,Less than $40K,Blue,32.0,2.0,2.0,3.0,3391.0,1359.0,2032.0,0.662,13212.0,107.0,0.646,0.401
715630983.0,Attrited Customer,31.0,F,0.0,Graduate,Single,Less than $40K,Blue,21.0,4.0,2.0,3.0,4598.0,0.0,4598.0,0.439,6317.0,77.0,0.833,0.0
712768983.0,Attrited Customer,51.0,M,4.0,Graduate,Single,$80K - $120K,Silver,42.0,6.0,4.0,2.0,34516.0,230.0,34286.0,1.004,8629.0,65.0,0.548,0.007000000000000006
716881683.0,Attrited Customer,45.0,M,5.0,Uneducated,Married,$80K - $120K,Blue,34.0,2.0,3.0,3.0,3435.0,2517.0,918.0,0.332,5567.0,51.0,0.545,0.733
711108408.0,Existing Customer,55.0,M,2.0,Uneducated,Single,$60K - $80K,Blue,36.0,2.0,1.0,1.0,17540.0,1337.0,16203.0,0.734,14244.0,96.0,0.6,0.07600000000000001
717565233.0,Existing Customer,51.0,M,3.0,Doctorate,Single,$80K - $120K,Blue,38.0,2.0,3.0,2.0,31346.0,1318.0,30028.0,0.862,13303.0,92.0,0.804,0.04200000000000001
789539058.0,Existing Customer,28.0,M,0.0,Uneducated,Single,Less than $40K,Blue,20.0,1.0,1.0,3.0,4342.0,893.0,3449.0,0.878,17064.0,116.0,0.758,0.206
768643158.0,Existing Customer,44.0,F,5.0,Graduate,Divorced,Less than $40K,Blue,38.0,2.0,1.0,3.0,3842.0,2459.0,1382.999999999999,0.691,13598.0,119.0,0.725,0.64
721530633.0,Existing Customer,51.0,F,2.0,Graduate,Single,$40K - $60K,Blue,36.0,1.0,1.0,1.0,3785.0,1329.0,2456.0,0.864,15209.0,104.0,0.891,0.351
721188033.0,Existing Customer,48.0,M,5.0,College,Married,Less than $40K,Blue,39.0,2.0,3.0,1.0,6797.0,2239.0,4558.0,0.922,16171.0,112.0,0.778,0.329
810261633.0,Existing Customer,44.0,M,4.0,Graduate,Single,$60K - $80K,Blue,39.0,2.0,2.0,3.0,9682.0,1727.0,7955.0,0.88,14991.0,95.0,0.9,0.178
717529233.0,Attrited Customer,40.0,F,3.0,Graduate,Single,Less than $40K,Blue,30.0,4.0,3.0,2.0,3319.0,0.0,3319.0,0.262,4840.0,44.0,0.375,0.0
720943308.0,Existing Customer,47.0,M,3.0,Graduate,Single,$60K - $80K,Silver,36.0,1.0,1.0,2.0,30498.0,1990.0,28508.0,0.839,16202.0,120.0,0.791,0.065
711794358.0,Attrited Customer,61.0,M,0.0,College,Single,$80K - $120K,Blue,50.0,2.0,4.0,3.0,21398.0,0.0,21398.0,0.695,3119.0,53.0,0.767,0.0
709406733.0,Existing Customer,46.0,M,3.0,Graduate,Divorced,$80K - $120K,Blue,36.0,2.0,2.0,1.0,20434.0,1504.0,18930.0,0.725,13280.0,106.0,0.656,0.07400000000000001
708572658.0,Existing Customer,49.0,M,5.0,Graduate,Married,$60K - $80K,Silver,38.0,1.0,1.0,2.0,29531.0,2088.0,27443.0,0.843,15039.0,120.0,0.69,0.07100000000000001
714001008.0,Existing Customer,56.0,M,1.0,Uneducated,Divorced,$120K +,Blue,36.0,1.0,1.0,2.0,3730.0,0.0,3730.0,0.732,13997.0,102.0,0.619,0.0
712833633.0,Existing Customer,41.0,M,2.0,Post-Graduate,Married,$40K - $60K,Blue,36.0,2.0,1.0,3.0,10688.0,653.0,10035.0,0.682,13866.0,98.0,0.508,0.061
712412958.0,Existing Customer,41.0,F,3.0,Doctorate,Married,$40K - $60K,Silver,33.0,1.0,1.0,2.0,18266.0,822.0,17444.0,0.875,14615.0,124.0,0.797,0.044999999999999984
720535008.0,Existing Customer,46.0,M,4.0,Uneducated,Single,$80K - $120K,Blue,36.0,1.0,2.0,3.0,10492.0,1094.0,9398.0,0.915,13764.0,104.0,0.733,0.10399999999999998
711578658.0,Existing Customer,56.0,F,2.0,High School,Married,$40K - $60K,Blue,49.0,1.0,3.0,3.0,6380.0,2517.0,3863.0,0.706,13945.0,97.0,1.064,0.395
780730008.0,Existing Customer,51.0,M,2.0,College,Single,$120K +,Blue,36.0,2.0,2.0,2.0,3477.0,752.0,2725.0,0.703,13627.0,120.0,0.739,0.216
824816358.0,Existing Customer,36.0,F,1.0,Uneducated,Single,Less than $40K,Blue,32.0,2.0,3.0,2.0,3277.0,0.0,3277.0,0.84,14252.0,127.0,0.649,0.0
716106108.0,Existing Customer,49.0,M,4.0,Post-Graduate,Married,$120K +,Silver,41.0,2.0,3.0,2.0,34516.0,0.0,34516.0,0.663,13376.0,129.0,0.72,0.0
719694408.0,Attrited Customer,30.0,F,1.0,College,Single,Less than $40K,Blue,36.0,4.0,3.0,6.0,4541.0,0.0,4541.0,0.976,7996.0,80.0,0.778,0.0
806992533.0,Existing Customer,49.0,F,1.0,Graduate,Married,Less than $40K,Blue,44.0,2.0,1.0,1.0,8284.0,797.0,7487.0,0.824,13092.0,102.0,0.569,0.096
718045008.0,Attrited Customer,31.0,M,0.0,Post-Graduate,Married,Less than $40K,Blue,21.0,1.0,2.0,2.0,3768.0,0.0,3767.9999999999995,0.799,6639.0,71.0,1.152,0.0
711010683.0,Existing Customer,35.0,M,3.0,High School,Married,$40K - $60K,Blue,27.0,1.0,2.0,3.0,14382.0,1950.0,12432.0,0.578,12941.0,131.0,0.819,0.136
718801158.0,Existing Customer,49.0,M,3.0,Graduate,Single,$40K - $60K,Gold,36.0,2.0,2.0,2.0,23981.0,1408.0,22573.0,0.844,14455.0,96.0,0.846,0.059
712256358.0,Existing Customer,40.0,M,3.0,Graduate,Married,$60K - $80K,Blue,23.0,1.0,3.0,1.0,22729.0,1581.0,21148.0,1.025,13672.0,110.0,0.746,0.07
710968008.0,Existing Customer,37.0,F,4.0,Uneducated,Married,Less than $40K,Blue,26.0,2.0,1.0,2.0,3423.0,647.0,2776.000000000001,0.73,14308.0,124.0,0.722,0.189
718102758.0,Existing Customer,61.0,F,0.0,High School,Married,Less than $40K,Blue,36.0,2.0,1.0,3.0,3175.0,1116.0,2059.0,0.978,14071.0,101.0,0.683,0.351
811076883.0,Attrited Customer,45.0,M,3.0,Graduate,Married,$40K - $60K,Blue,40.0,1.0,4.0,3.0,7979.0,0.0,7979.0,0.465,5056.0,63.0,0.853,0.0
716863458.0,Attrited Customer,44.0,M,2.0,Uneducated,Single,$80K - $120K,Silver,36.0,2.0,3.0,3.0,34516.0,569.0,33947.0,0.919,8570.0,68.0,0.789,0.016000000000000014
814590483.0,Existing Customer,45.0,F,2.0,Graduate,Married,$40K - $60K,Blue,40.0,1.0,3.0,3.0,3592.0,865.0,2727.0,0.663,12777.0,95.0,0.727,0.241
773283108.0,Existing Customer,31.0,M,0.0,High School,Married,$60K - $80K,Silver,24.0,1.0,1.0,3.0,32535.0,1722.0,30813.0,0.856,15738.0,116.0,0.657,0.05299999999999999
714615258.0,Attrited Customer,32.0,M,1.0,High School,Single,$40K - $60K,Blue,36.0,6.0,3.0,2.0,4819.0,2134.0,2685.0,0.834,9330.0,64.0,0.882,0.443
788687133.0,Existing Customer,42.0,M,2.0,Graduate,Married,$80K - $120K,Blue,31.0,2.0,3.0,1.0,16433.0,0.0,16433.0,0.791,13678.0,125.0,0.736,0.0
717781608.0,Existing Customer,52.0,F,3.0,Graduate,Married,Less than $40K,Blue,40.0,2.0,2.0,1.0,9230.0,1518.0,7712.0,0.774,14082.0,99.0,0.833,0.16399999999999998
720136458.0,Existing Customer,39.0,M,3.0,Post-Graduate,Married,$60K - $80K,Blue,36.0,2.0,2.0,3.0,6867.0,776.0,6091.0,0.715,14119.0,97.0,0.764,0.11299999999999999
716247708.0,Existing Customer,51.0,M,4.0,College,Single,$120K +,Gold,33.0,2.0,2.0,2.0,34516.0,1848.0,32668.0,0.775,14149.0,103.0,0.689,0.05399999999999999
714968208.0,Existing Customer,52.0,M,2.0,High School,Married,$80K - $120K,Blue,36.0,2.0,3.0,1.0,18046.0,0.0,18046.0,0.819,13758.0,104.0,0.677,0.0
719913783.0,Existing Customer,40.0,M,3.0,Graduate,Single,$40K - $60K,Blue,27.0,2.0,2.0,3.0,7680.0,1589.0,6091.0,0.688,13617.0,105.0,0.721,0.207
720621408.0,Existing Customer,38.0,F,2.0,Uneducated,Married,Less than $40K,Blue,36.0,2.0,3.0,2.0,7825.0,0.0,7825.0,0.724,14326.0,100.0,0.786,0.0
721169883.0,Existing Customer,41.0,M,5.0,College,Married,$60K - $80K,Blue,31.0,1.0,3.0,2.0,5002.0,1945.0,3057.0,1.035,16161.0,109.0,0.787,0.389
714577233.0,Existing Customer,50.0,F,3.0,Graduate,Married,$40K - $60K,Blue,41.0,2.0,3.0,1.0,4755.0,0.0,4755.0,0.776,15999.0,109.0,0.73,0.0
712367658.0,Existing Customer,58.0,M,1.0,Uneducated,Single,$80K - $120K,Blue,40.0,1.0,3.0,0.0,22104.0,1783.0,20321.0,0.805,13830.0,112.0,0.806,0.08100000000000002
803655333.0,Existing Customer,53.0,M,2.0,Post-Graduate,Single,$60K - $80K,Silver,47.0,1.0,3.0,3.0,29038.000000000004,2295.0,26743.0,0.657,12025.0,103.0,0.807,0.07900000000000001
710455608.0,Attrited Customer,40.0,M,3.0,High School,Single,$80K - $120K,Blue,36.0,2.0,3.0,2.0,4620.0,0.0,4620.0,0.654,6644.0,61.0,0.694,0.0
711328458.0,Existing Customer,58.0,M,1.0,High School,Married,$80K - $120K,Blue,50.0,1.0,1.0,3.0,34516.0,1341.0,33175.0,0.812,13988.0,127.0,0.789,0.03900000000000001
708123033.0,Existing Customer,41.0,F,3.0,Graduate,Single,Less than $40K,Silver,30.0,2.0,1.0,1.0,11463.0,0.0,11463.0,0.908,14511.0,105.0,0.721,0.0
713514633.0,Attrited Customer,59.0,M,2.0,Graduate,Single,$60K - $80K,Blue,50.0,2.0,4.0,2.0,6224.0,0.0,6224.0,0.801,8291.0,69.0,1.029,0.0
710374008.0,Existing Customer,53.0,M,1.0,Graduate,Single,$80K - $120K,Blue,47.0,1.0,1.0,2.0,34516.0,1583.0,32933.0,0.631,12906.0,100.0,0.639,0.045999999999999985
715017858.0,Existing Customer,44.0,M,2.0,Uneducated,Married,$120K +,Platinum,36.0,2.0,1.0,3.0,34516.0,1421.0,33095.0,0.744,14465.0,114.0,0.754,0.04099999999999998
